,id,0,1,2,3,4,5,6,7,8,9,10
121,ՀԴԴ_05,,ՍՈՒՐԵՆ ԽԱՉԱՏՐՅԱՆ ԵՐՎԱՆԴԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ՃԱՄԲԱՐԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2004-03-09,Այլ,Այո
122,ՀԴԴ_05,,ՍՈՒՐԵՆ ԽԱՉԱՏՐՅԱՆ ԵՐՎԱՆԴԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ՃԱՄԲԱՐԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2004-03-09,Այլ,Այո
123,ՀԴԴ_05,,ՍՈՒՐԵՆ ԽԱՉԱՏՐՅԱՆ ԵՐՎԱՆԴԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ՃԱՄԲԱՐԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2004-03-09,Այլ,Այո
124,ՀԴԴ_05,,ՍՈՒՐԵՆ ԽԱՉԱՏՐՅԱՆ ԵՐՎԱՆԴԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ՃԱՄԲԱՐԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2004-03-09,Այլ,Այո
125,ՀԴԴ_05,,ՍՈՒՐԵՆ ԽԱՉԱՏՐՅԱՆ ԵՐՎԱՆԴԻ,Հողին ամրակայված այլ անշարժ գույք,բաժնային սեփականություն,1/5,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ՃԱՄԲԱՐԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2021-03-11,Ժառանգություն,Այո
126,ՀԴԴ_03,,ՍԱՐԳԻՍ ԴԱԴՈՅԱՆ ՍԻՄՈՆԻ,Հողամաս,բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԳԱՎԱՌ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-05-17,Նվիրատվություն,Այո
127,ՀԴԴ_03,,ՍԱՐԳԻՍ ԴԱԴՈՅԱՆ ՍԻՄՈՆԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԳԱՎԱՌ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-05-17,Նվիրատվություն,Այո
128,ՀԴԴ_03,,ՍԱՐԳԻՍ ԴԱԴՈՅԱՆ ՍԻՄՈՆԻ,Հողամաս,բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԳԱՎԱՌ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-05-17,Նվիրատվություն,Այո
129,ՀԴԴ_03,,ՍԱՐԳԻՍ ԴԱԴՈՅԱՆ ՍԻՄՈՆԻ,Հողամաս,բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԳԱՎԱՌ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-05-17,Նվիրատվություն,Այո
130,ՀԴԴ_01,,ԿԱՐԱՊԵՏ ԲԱԴԱԼՅԱՆ ՍԵՐՅՈԺԱՅԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԿԵՆՏՐՈՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2018--,Գնում,Այո
131,ՀԴԴ_01,,ԿԱՐԱՊԵՏ ԲԱԴԱԼՅԱՆ ՍԵՐՅՈԺԱՅԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՋԱՓՆՅԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020--,Գնում,Այո
132,ՀԴԴ_01,,ԿԱՐԱՊԵՏ ԲԱԴԱԼՅԱՆ ՍԵՐՅՈԺԱՅԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԿՈՏԱՅՔ ՄԱՐՄԱՐԻԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2014--,Գնում,Այո
133,ՀԴԴ_01,,ԿԱՐԱՊԵՏ ԲԱԴԱԼՅԱՆ ՍԵՐՅՈԺԱՅԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐՄԱՎԻՐ ԱՐԵՎԻԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2018--,Գնում,Այո
134,ՀԴԴ_01,,ԿԱՐԱՊԵՏ ԲԱԴԱԼՅԱՆ ՍԵՐՅՈԺԱՅԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԼՈՌԻ ՍՊԻՏԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,2018--,Գնում,Այո
135,ՀԴԴ_01,,ԿԱՐԱՊԵՏ ԲԱԴԱԼՅԱՆ ՍԵՐՅՈԺԱՅԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԴԱՎԹԱՇԵՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2004--,Գնում,Այո
136,ԿԿՀ_08,Տվյալներ չկան,,,,,,,,,,
137,ԿԿՀ_07,,ՆԱԻՐԻ ՄԻՐԶՈՅԱՆ ՀԱՄԼԵՏԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԿԵՆՏՐՈՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2019-04-17,Գնում,Այո
138,ԿԿՀ_04,,ՄԱՐԻԱՄ ԳԱԼՍՏՅԱՆ ԿԱՐԵՆԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",բաժնային սեփականություն,1/6,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՋԱՓՆՅԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,1995--,Այլ,Այո
139,ԿԿՀ_03,,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԿՈՏԱՅՔ ԱԲՈՎՅԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2001-05-25,Այլ,Այո
140,ԿԿՀ_03,,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՐԱԲԿԻՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2017-08-30,Գնում,Այո
141,ԿԿՀ_03,,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,Ավտոկայանատեղի,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՐԱԲԿԻՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2017-08-30,Գնում,Այո
142,ԿԿՀ_03,,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",միանձնյա սեփականություն,-,Վրաստան Աջարիա Բաթումի,Պաշտպանված,Պաշտպանված Պաշտպանված,2019-04-17,Գնում,Այո
143,ԿԿՀ_02,,ԼԻԼԻԹ ԱԼԵՔՍԱՆՅԱՆ ԿԱՐԵՆԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",բաժնային սեփականություն,1/3,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՐԱԲԿԻՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2018-03-29,Գնում,Այո
144,ԿԿՀ_02,,ԼԻԼԻԹ ԱԼԵՔՍԱՆՅԱՆ ԿԱՐԵՆԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",բաժնային սեփականություն,1/4,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ՍԵՎԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2017-05-26,Նվիրատվություն,Այո
145,ԿԿՀ_01,,ՀԱՅԿՈՒՀԻ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՅԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՐԱԲԿԻՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2009-08-27,Գնում,Այո
146,ԿԿՀ_01,,ՀԱՅԿՈՒՀԻ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՅԿԻ,"Հայաստանի Հանրապետության օրենսդրության համաձայն նոր կառուցված, ձեռք բերված և անշարժ գույքի կադաստր վարող լիազոր մարմնի կողմից հաշվառված ու գնահատված այն շինությունները, որոնք դեռևս չեն ստացել իրավունքների պետական գրանցում, ինչպես նաև սեփականության կամ հողօգտագործման իրավունք ունեցող անձանց կողմից այդ հողամաuի վրա ինքնակամ կառուցված շենքերը և շինությունները, այդ թվում՝ բազմաբնակարան շենքերում կամ շենքերին կից ինքնակամ կառույցները:",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԼՈՌԻ ՎԱՆԱՁՈՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,1997-03-18,Այլ,Այո
147,ԱԾՈՒԳ_08,Տվյալներ չկան,,,,,,,,,,
148,ԱԾՈՒԳ_07,Տվյալներ չկան,,,,,,,,,,
149,ԱԾՈՒԳ_06,,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՆՈՐ ՆՈՐՔ,Պաշտպանված,Պաշտպանված Պաշտպանված,1997-05-27,Այլ,Այո
150,ԱԾՈՒԳ_04,,ԳԵՎՈՐԳ ՔՈՉԱՐՅԱՆ ԱՐՄԵՆԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԿԵՆՏՐՈՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2001-03-01,Այլ,Այո
151,ԱԾՈՒԳ_03,Տվյալներ չկան,,,,,,,,,,
152,ԱԾՈՒԳ_02,,ՍԻՐՈ ԱՄԻՐԽԱՆՅԱՆ ՀՐԱՉԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԿՈՏԱՅՔ ԱՐԱԳՅՈՒՂ,Պաշտպանված,Պաշտպանված Պաշտպանված,2017-06-16,Նվիրատվություն,Այո
153,ԱԾՈՒԳ_02,,ՍԻՐՈ ԱՄԻՐԽԱՆՅԱՆ ՀՐԱՉԻ,Բազմամյա տնկի,միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԿՈՏԱՅՔ ԱՐԱԳՅՈՒՂ,Պաշտպանված,Պաշտպանված Պաշտպանված,2017-06-27,Նվիրատվություն,Ոչ
154,ԱԾՈՒԳ_01,,ՍՐԲՈՒՀԻ ԳԱԼՅԱՆ ՀՈՎՀԱՆՆԵՍԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ՏԱՎՈՒՇ ԴԻԼԻՋԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2015-08-12,Գնում,Այո
155,ԱԾՈՒԳ_01,,ՍՐԲՈՒՀԻ ԳԱԼՅԱՆ ՀՈՎՀԱՆՆԵՍԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԿԵՆՏՐՈՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2017-09-15,Գնում,Այո
156,ԱԾՈՒԳ_01,,ՍՐԲՈՒՀԻ ԳԱԼՅԱՆ ՀՈՎՀԱՆՆԵՍԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ՏԱՎՈՒՇ ԴԻԼԻՋԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2015-12-08,Գնում,Այո
