,,link,position,decl_title,decl_link
ՀԿ_26,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3515/,"Հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=70314/
ՀԿ_26,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3515/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԱՌԱՋԻՆ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=96817/
ՀԿ_27,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3508/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15973/
ՀԿ_27,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3508/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=21483/
ՀԿ_27,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3508/,Հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=43364/
ՀԿ_27,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3508/,Հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=55034/
ՀԿ_27,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3508/,Հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=73066/
ՀԿ_27,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3508/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԵՐԿՐՈՐԴ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=92617/
ՀԿ_28,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4816/,ՀՀ քննչական կոմիտեի Արագածոտնի մարզային քննչական վարչության  ՀԿԳ  քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=18643/
ՀԿ_28,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4816/,ՀՀ քննչական կոմիտեի Արագածոտնի մարզային քննչական վարչության  ՀԿԳ  քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=23748/
ՀԿ_28,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4816/,ՀՀ քննչական կոմիտեի Արագածոտնի մարզային քննչական վարչության  ՀԿԳ  քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=34400/
ՀԿ_28,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4816/,ՀՀ քննչական կոմիտեի Արագածոտնի մարզային քննչական վարչության  ՀԿԳ  քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48954/
ՀԿ_28,4,http://cpcarmenia.am//hy/declarations-registry/user_id=4816/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի  քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=62320/
ՀԿ_28,5,http://cpcarmenia.am//hy/declarations-registry/user_id=4816/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԵՐՐՈՐԴ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=87010/
ՀԿ_29,0,http://cpcarmenia.am//hy/declarations-registry/user_id=5627/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Կենտրոն և Նորք-Մարաշ վարչական շրջանների քննչական բաժնի քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=17069/
ՀԿ_29,1,http://cpcarmenia.am//hy/declarations-registry/user_id=5627/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Կենտրոն և Նորք-Մարաշ վարչական շրջանների քննչական բաժնի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=29200/
ՀԿ_29,2,http://cpcarmenia.am//hy/declarations-registry/user_id=5627/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Կենտրոն և Նորք-Մարաշ վարչական շրջանների քննչական բաժնի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=43442/
ՀԿ_29,3,http://cpcarmenia.am//hy/declarations-registry/user_id=5627/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Կենտրոն և Նորք-Մարաշ վարչական շրջանների քննչական բաժնի ավագ քննիչ,Պաշտոնատար անձի պաշտոնը դադարեցնելու հայտարարագիր  (2019),http://cpcarmenia.am/hy/declarations-registry/id=46732/
ՀԿ_29,4,http://cpcarmenia.am//hy/declarations-registry/user_id=5627/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Մալաթիա-Սեբաստիա վարչական շրջանի քննչական բաժնի ՀԿԳ քննիչ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=55321/
ՀԿ_29,5,http://cpcarmenia.am//hy/declarations-registry/user_id=5627/,ՀՀ Հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=72553/
ՀԿ_29,6,http://cpcarmenia.am//hy/declarations-registry/user_id=5627/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԱՌԱՋԻՆ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=94533/
ՀԿ_30,0,http://cpcarmenia.am//hy/declarations-registry/user_id=17614/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Ավան և Նոր Նորք վարչական շրջանների քննչական բաժնի քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2019),http://cpcarmenia.am/hy/declarations-registry/id=35570/
ՀԿ_30,1,http://cpcarmenia.am//hy/declarations-registry/user_id=17614/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Ավան և Նոր Նորք վարչական շրջանների քննչական բաժնի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=56474/
ՀԿ_30,2,http://cpcarmenia.am//hy/declarations-registry/user_id=17614/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Ավան և Նոր Նորք վարչական շրջանների քննչական բաժնի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=74930/
ՀԿ_30,3,http://cpcarmenia.am//hy/declarations-registry/user_id=17614/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Ավան և Նոր Նորք վարչական շրջանների քննչական բաժնի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=96454/
ՀԿ_30,4,http://cpcarmenia.am//hy/declarations-registry/user_id=17614/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Ավան և Նոր Նորք վարչական շրջանների քննչական բաժնի ավագ քննիչ,Պաշտոնատար անձի պաշտոնեական պարտականությունները դադարեցնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=100118/
ՀԿ_30,5,http://cpcarmenia.am//hy/declarations-registry/user_id=17614/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԵՐՔԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ՎԱՐՉՈՒԹՅԱՆ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=102011/
ՀԿ_31,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4566/,ՀՀ գլխավոր դատախազության հատկապես կարևոր գործերով վարչության պետի տեղակալ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15822/
ՀԿ_31,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4566/,ՀՀ գլխավոր դատախազության հատկապես կարևոր գործերով վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=22401/
ՀԿ_31,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4566/,ՀՀ հատուկ քննչական ծառայության պետ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=38191/
ՀԿ_31,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4566/,ՀՀ հատուկ քննչական ծառայության պետ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48122/
ՀԿ_31,4,http://cpcarmenia.am//hy/declarations-registry/user_id=4566/,ՀՀ հատուկ քննչական ծառայության պետ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=63482/
ՀԿ_31,5,http://cpcarmenia.am//hy/declarations-registry/user_id=4566/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԱԽԱԳԱՀ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=86879/
ՀԿ_32,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3488/,ՀՀ հատուկ քննչական ծառայության պետի տեղակալ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=16114/
ՀԿ_32,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3488/,ՀՀ հատուկ քննչական ծառայության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=19834/
ՀԿ_32,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3488/,ՀՀ ԿԱ ոստիկանության Կրթահամալիրի (գլխավոր վարչության) պետ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=37955/
ՀԿ_32,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3488/,ՀՀ ԿԱ ոստիկանության Կրթահամալիրի (գլխավոր վարչության) պետ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=51211/
ՀԿ_32,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3488/,ՀՀ ԿԱ ոստիկանության Կրթահամալիրի (գլխավոր վարչության) պետ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=65013/
ՀԿ_32,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3488/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԱԽԱԳԱՀԻ ՏԵՂԱԿԱԼԻ ՊԱՇՏՈՆԱԿԱՏԱՐ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=86726/
ՀԿ_33,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4499/,ՀՀ ԿԱ ոստիկանության Ճանապարհային ոստիկանության (վարչության իրավունքով) ճանապարհապարեկային ծառայության  բաժնի պետ (գնդի հրամանատարի իրավունքով),Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=14562/
ՀԿ_33,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4499/,ՀՀ ԿԱ ոստիկանության Ճանապարհային ոստիկանության (վարչության իրավունքով) ճանապարհապարեկային ծառայության  բաժնի պետ (գնդի հրամանատարի իրավունքով),Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=22761/
ՀԿ_33,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4499/,ՀՀ ԿԱ ոստիկանության Ճանապարհային ոստիկանության (վարչության իրավունքով) ճանապարհապարեկային ծառայության  բաժնի պետ (գնդի հրամանատարի իրավունքով),Պաշտոնատար անձի պաշտոնը դադարեցնելու հայտարարագիր  (2018),http://cpcarmenia.am/hy/declarations-registry/id=32739/
ՀԿ_33,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4499/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ԳԼԽԱՎՈՐ ՔԱՐՏՈՒՂԱՐԻ  ՏԵՂԱԿԱԼ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=100264/
ՀԿ_34,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3504/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15735/
ՀԿ_34,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3504/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=21520/
ՀԿ_34,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3504/,"ՀՀ հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=40682/
ՀԿ_34,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3504/,"ՀՀ հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48603/
ՀԿ_34,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3504/,"ՀՀ հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=71550/
ՀԿ_34,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3504/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԱՌԱՋԻՆ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=93913/
ՀԿ_35,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3514/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15967/
ՀԿ_35,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3514/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=22677/
ՀԿ_35,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3514/,"ՀՀ հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=44810/
ՀԿ_35,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3514/,"ՀՀ հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48855/
ՀԿ_35,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3514/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԱՌԱՋԻՆ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=93387/
ՀԿ_35,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3514/,"ՀՀ հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=101617/
ՀԿ_36,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4810/,ՀՀ քննչական կոմիտեի Արագածոտնի մարզային քննչական վարչության  ավագ  քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=18677/
ՀԿ_36,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4810/,ՀՀ քննչական կոմիտեի Արագածոտնի մարզային քննչական վարչության  ավագ  քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=18886/
ՀԿ_36,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4810/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի  քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=37240/
ՀԿ_36,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4810/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի  քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48907/
ՀԿ_36,4,http://cpcarmenia.am//hy/declarations-registry/user_id=4810/,Հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=63007/
ՀԿ_36,5,http://cpcarmenia.am//hy/declarations-registry/user_id=4810/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԵՐԿՐՈՐԴ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=89845/
ՀԿ_37,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3498/,"ՀՀ հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=17072/
ՀԿ_37,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3498/,"ՀՀ հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=24592/
ՀԿ_37,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3498/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=44267/
ՀԿ_37,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3498/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=50430/
ՀԿ_37,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3498/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=69963/
ՀԿ_37,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3498/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԵՐԿՐՈՐԴ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=94554/
ՀԿ_38,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3507/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=17162/
ՀԿ_38,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3507/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=25840/
ՀԿ_38,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3507/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=44322/
ՀԿ_38,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3507/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48072/
ՀԿ_38,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3507/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԵՐԿՐՈՐԴ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=89964/
ՀԿ_38,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3507/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=101921/
ՀԿ_39,0,http://cpcarmenia.am//hy/declarations-registry/user_id=31703/,ՀՀ ՊԵԿ քննչական վարչության թիվ 2 բաժնի քննիչ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր-- (2021),http://cpcarmenia.am/hy/declarations-registry/id=70262/
